id,numero,status,descricao,rotulos,id_responsavel,valor_aquisicao,valor_depreciado,numero_nota_fiscal,numero_serie,data_entrada,data_carga,fornecedor,id_sala,estado_conservacao,marca,modelo,categoria,descricao_resumida,observacoes,situacao,ed
3446,368537,Ativo,"PROJETO NA ENGENHARIA, 1A EDIÇAO, 2015, EDITORA EDBL - LIVRO",PDL - Biblioteca,6,74.97,74.97,5584,,2014-07-23,2025-07-12 22:37:50.688032,EXITO DISTRIBUIDORA E COMERCIO DE LIVROS LTDA,42,,,,OUTROS,,,,12311.0402
4712,374138,Ativo,"GESTAO DA QUALIDADE, 5A EDIÇAO, 2012, EDITORA ELSEVI - LIVRO",PDL - Biblioteca,6,97.68,97.68,5656,,2014-11-28,2025-07-12 22:41:26.425716,EXITO DISTRIBUIDORA E COMERCIO DE LIVROS LTDA,42,,,,OUTROS,,,,12311.0402
6368,405058,Ativo,"Firewall tipo 2, Networks PA-500 200GB",-,18,65000.00,65000.00,0026,,2017-06-16,2025-07-12 22:46:04.080393,APPROACH TECNOLOGIA,37,,,,OUTROS,,,,12311.0201
6974,419613,Ativo,Fundamentos de Química Analítica . Tradução da 9ª edição Norte Americana . 	Editora: Cengag -  São Paulo	/	2017.		ISBN : 9788522116607- Livro,-,6,161.64,161.64,14383,,2018-03-28,2025-07-12 22:47:47.713420,EXITO DISTRIBUIDORA E COMERCIO DE LIVROS LTDA,42,,,,OUTROS,,,,12311.0402
6632,419219,Ativo,Sistemas de Informação: Planejamento e Alinhamento Estratégico nas Organizações	3 ed. Editora: 		Bookman/2017. ISBN : 9788536301921.,-,6,54.98,54.98,14382,,2018-03-28,2025-07-12 22:46:48.636659,EXITO DISTRIBUIDORA E COMERCIO DE LIVROS LTDA,42,,,,OUTROS,,,,12311.0402
6881,419495,Ativo,Química Orgânica	Volume 1   10ª  Edição.    Editora: LTC -	2012.    ISBN :	9788521620334- Livro,-,6,162.99,162.99,14383,,2018-03-28,2025-07-12 22:47:31.458351,EXITO DISTRIBUIDORA E COMERCIO DE LIVROS LTDA,42,,,,OUTROS,,,,12311.0402
6909,419523,Ativo,Química  Orgânica	Volume 2      10ª Edição.     Editora :	 LTC-	2017.	 ISBN : 9788521620341- Livro,-,6,156.53,156.53,14383,,2018-03-28,2025-07-12 22:47:35.921234,EXITO DISTRIBUIDORA E COMERCIO DE LIVROS LTDA,42,,,,OUTROS,,,,12311.0402
6920,419534,Ativo,"Química e Mineralogia  do Solo   2°  Volumes 	1 ed.	Editora:  Viçosa:  SBCS,  2009.                                                      ISBN : 	9788586504051- Livro",-,6,109.96,109.96,14383,,2018-03-28,2025-07-12 22:47:37.843131,EXITO DISTRIBUIDORA E COMERCIO DE LIVROS LTDA,42,,,,OUTROS,,,,12311.0402
9,3249,Ativo,FONTE DE ALIMENTACAO MARCA: INSTRUTHERM MODELO: FA-3003 SERIE: 7052900249235,CBA-DAE,6,195.01,195.01,65606,,2007-07-04,2025-07-12 22:12:05.485575,Importação Siga,17,,,,OUTROS,,,,12311.0107
18,3260,Ativo,FONTE DE ALIMENTACAO MARCA: INSTRUTHERM MODELO: FA-3003 SERIE: 7052900249223,CBA-DAE,7,195.01,195.01,65606,,2007-07-04,2025-07-12 22:12:08.083556,Importação Siga,24,,INSTRUTHERM,FA-3003,OUTROS,,,,12311.0107
42,5689,Ativo,FONTE DE ALIMENTACAO MARCA: INSTRUTHERM MODELO: FA-3003 SERIE: 07052900249220,CBA-DAE,6,195.01,195.01,65606,,2007-07-04,2025-07-12 22:12:14.157551,Importação Siga,17,,,,OUTROS,,,,12311.0107
44,5692,Ativo,OSCILOSCOPIO DIGITAL MARCA: MINIPA MODELO: MO-1231 SERIE: MO1231000199,CBA-DAE,8,1345.00,1345.00,916,,2007-03-22,2025-07-12 22:12:14.658646,Importação Siga,25,,,,OUTROS,,,,12311.0101
10600,8033,Baixado,UNIDADE DE TURBINA A GAS MARCA: DIDACTA ITALIA MODELO: T 200 D SERIE: 957410,-,,0.00,0.00,-,,,2025-11-03 23:13:04.342563,Importação Siga,30,,,,OUTROS,,,,12311.0103
53,9211,Ativo,MULTIMETRO ANALOGICO MARCA: INSTRUTHERM MODELO: MA-100,CBA-DAE,6,3.35,3.35,24772,,1993-10-13,2025-07-12 22:12:17.954710,Importação Siga,17,,,,OUTROS,,,,12311.0101
70,16371,Ativo,CONDICIONADOR DE AR TIPO SPLIT CAPACIDADE: 12000 MARCA: YORK,-,14,1330.00,1330.00,-,,2002-08-16,2025-07-12 22:12:23.133971,Importação Siga,32,,YORK,,OUTROS,,,,12311.0301
75,16833,Ativo,"CADEIRA FIXA METALICA EM COURVN COR: PRETA,  BRACO: N MARCA: FLEXFORM",-,23,300.00,300.00,2653,,2009-09-11,2025-07-12 22:12:24.945367,Importação Siga,121,,,,MOBILIARIO,,,,12311.0303
84,16960,Ativo,"CADEIRA FIXA METALICA EM COURVIN COR: PRETA,  BRACO: N MARCA: FLEXFORM",-,17,300.00,300.00,2653,,2009-09-11,2025-07-12 22:12:28.297184,Importação Siga,36,,,,MOBILIARIO,,,,12311.0303
85,17170,Ativo,MULTIMETRO MARCA: INSTRUTHERM MODELO: MA-100 SERIE: 7062700265619,CBA-DAE,7,25.00,25.00,66621,,2007-07-25,2025-07-12 22:12:28.627230,Importação Siga,24,,,,OUTROS,,,,12311.0101
86,17176,Ativo,MULTIMETRO MARCA: INSTRUTHERM MODELO: MA-100 SERIE: 7062700265678,CBA-DAE,13,25.00,25.00,66621,,2007-07-25,2025-07-12 22:12:28.955643,Importação Siga,31,,,,OUTROS,,,,12311.0101
87,17185,Ativo,MULTIMETRO MARCA: INSTRUTHERM MODELO: MA-100 SERIE: 7062700265672,CBA-DAE,7,25.00,25.00,66621,,2007-07-25,2025-07-12 22:12:29.239898,Importação Siga,24,,,,OUTROS,,,,12311.0101
88,17186,Ativo,MULTIMETRO MARCA: INSTRUTHERM MODELO: MA-100 SERIE: 7062700265616,CBA-DAE,13,25.00,25.00,66621,,2007-07-25,2025-07-12 22:12:29.597357,Importação Siga,31,,,,OUTROS,,,,12311.0101
89,17187,Ativo,MULTIMETRO MARCA: INSTRUTHERM MODELO: MA-100 SERIE: 7062700265615,CBA-DAE,13,25.00,25.00,66621,,2007-07-25,2025-07-12 22:12:29.874800,Importação Siga,31,,,,OUTROS,,,,12311.0101
90,17188,Ativo,MULTIMETRO MARCA: INSTRUTHERM MODELO: MA-100 SERIE: 7062700265668,CBA-DAE,7,25.00,25.00,66621,,2007-07-25,2025-07-12 22:12:30.121378,Importação Siga,24,,,,OUTROS,,,,12311.0101
632,303969,Ativo,"BANCADA LABORATORIO, SIMPLES, SEM PIA, SISTEMA TUBULACAO AR, EMBORRACHADA",-,15,2448.98,2448.98,211422/102032/102035,,2013-05-14,2025-07-12 22:29:48.002823,DE NIGRIS DISTRIBUIDORA DE VEÍCULOS,56,,,,OUTROS,,,,12311.0303
2483,363702,Ativo,"ESTANTE PARA LIVROS, FACE DUPLA, COM DIMENSÕES APROXIMADAS ALTURA: 2000MM, LARGURA: 1000MM, PROFUNDI DADE: 580MM. 08 (OITO) PRATELEIRAS COM DIMENSÕES DE 930MM DE LARGURA E 235MM DE PROFUNDIDADE, CONFECCIONADAS EM CHAPA Nº 20 (0,90MM), COM DOBRAS NAS LATERAIS QUE PERMITEM A UNIÃO ÀS LATERAIS PELO SISTEMA DE ENCAIXE (SEM PARAFUSOS).  02 (DUAS) LATERAIS COM ALTURA DE 2000MM E LARGURA DE 580MM, CONFECCIONADAS EM CHAPA DE AÇO Nº 18(1,20MM). CADA LATERAL DEVERÁ POSSUIR 09 (NOVE) LINHAS RETAS DE 04 (QUATRO) FENDAS CADA, COM DIMENSÕES APROXIMADAS DE 28MM DE ALTURA POR 105MM DE LARGURA, PERMITINDO ENCAIXE DAS BANDEJAS EM PASSOS DE APROXIMADAMENTE 175MM. LATERAL DE ACABAMENTO EM CHAPA DE AÇO Nº 20 (0,90MM) DE BAIXO TEOR DE CARBONO, COM ALTURA DE 2000MM, LARGURA: 580MM, PROFUNDIDADE: 35MM. CADA LATERAL DE ACABAMENTO COM 09 (NOVE) LINHAS RETAS DE 04 (QUATRO) FENDAS CADA, COM DIMENSÕES APROXIMADAS DE 28MM DE ALTURA POR 105MM DE LARGURA, UNIDOS AS LATERAIS DA ESTANTE NAS EXTREMIDADES ATRAVÉS DE 04 (QUATRO) PARAFUSOS ¼” X ½” COM PORCAS. ACOMPANHA: SINALIZADOR SLIT PLACA DUPLA 54.0X53.0X3.0, COR CINZA.",-,6,820.00,820.00,36310,,2015-10-29,2025-07-12 22:35:08.403921,WTEC MOVEIS E EQUIPAMENTOS TECNICOS LTDA,42,,,,MOBILIARIO,,,,12311.0303
4722,374148,Ativo,"PROJETO DE MAQUINAS, 4A EDIÇAO, 2013, EDITORA BOOKMARK - LIVRO",PDL - Biblioteca,6,166.32,166.32,5656,,2014-11-28,2025-07-12 22:41:28.718086,EXITO DISTRIBUIDORA E COMERCIO DE LIVROS LTDA,42,,,,OUTROS,,,,12311.0402
11036,419243,Ativo,"Gestão de Projetos Tradução  da 5ª Edição Norte Americana  2ª  Ed.	Editora: Cengag - São Paulo/ 2017		
ISBN: 9788522112760- Livro",-,6,90.49,90.49,14382,,,2025-11-03 23:21:48.609588,EXITO DISTRIBUIDORA E COMERCIO DE LIVROS LTDA,42,,,,OUTROS,,,,12311.0402
11037,419244,Ativo,"Gestão de Projetos Tradução  da 5ª Edição Norte Americana  2ª  Ed.	Editora: Cengag - São Paulo/ 2017		
ISBN: 9788522112760- Livro",-,6,90.49,90.49,14382,,,2025-11-03 23:21:48.684135,EXITO DISTRIBUIDORA E COMERCIO DE LIVROS LTDA,42,,,,OUTROS,,,,12311.0402
11063,419552,Ativo,"Química Analítica Quantitativa Elementar.  11ª. ed. Editora :   Edgard Blucher- 	São Paulo/2017	
ISBN :9788521202967- Livro",-,6,73.74,73.74,14383,,,2025-11-03 23:22:10.921484,EXITO DISTRIBUIDORA E COMERCIO DE LIVROS LTDA,42,,,,OUTROS,,,,12311.0402
11064,419553,Ativo,"Química Analítica Quantitativa Elementar.  11ª. ed. Editora :   Edgard Blucher- 	São Paulo/2017	
ISBN :9788521202967- Livro",-,6,73.74,73.74,14383,,,2025-11-03 23:22:10.989223,EXITO DISTRIBUIDORA E COMERCIO DE LIVROS LTDA,42,,,,OUTROS,,,,12311.0402
6997,419636,Ativo,Biossegurança. 	 1ª ed.  Editora:  Dol Tec  - 2010.	 ISBN :	9788563687036- Livro,-,6,74.79,74.79,14383,,2018-03-28,2025-07-12 22:47:51.677114,EXITO DISTRIBUIDORA E COMERCIO DE LIVROS LTDA,42,,,,OUTROS,,,,12311.0402
7011,423235,Ativo,"Botijão de Gás GLP , P13, completo.",-,15,140.00,140.00,086,,2018-05-17,2025-07-12 22:47:54.086682,Manancial Gas Ltda EPP,94,,,,OUTROS,,,,12311.0301
8454,474221,Ativo,"WEBCAM   LOGITECH C922 PRO HD STREAM  . RESOLUÇÃO DE 1080P   A 30 QUADROS POR SEGUNDO E 720P A  60 QUADROS POR SEGUNDO. - FOCO AUTOMÁTICO - MICROFONE EMBUTIDO DUPLO, TIPO ESTÉREO - CLIPE UNIVERSAL PRONTO PARA TRIPÉS - CONEXÃO USB, COM CABO DE 1,5M. - LENTE DE VIDRO FULL H D .  DISPOSITIVO DE VIDEO USB (UVC) .  CONJUNTO DE CÂMERA COM TRIPÉ .",-,19,650.00,650.00,3043,,2021-03-09,2025-07-12 22:52:05.105424,UNITEELCOM ENGENHARIA DE TELECOMUNICACOES LTDA,53,,,,OUTROS,,,,12311.0201
92,17191,Ativo,MULTIMETRO MARCA: INSTRUTHERM MODELO: MA-100 SERIE: 7062700265679,CBA-DAE,13,25.00,25.00,66621,,2007-07-25,2025-07-12 22:12:30.710090,Importação Siga,31,,,,OUTROS,,,,12311.0101
101,107852,Ativo,MESA RETANGULAR MED 1200X600X740MM COM 02 GAVETAS MARCA MILAN,-,6,500.00,500.00,15913,,2012-09-18,2025-07-12 22:12:33.777344,Importação Siga,123,,,,MOBILIARIO,,,,12311.0303
105,108019,Ativo,"MONITOR LCD L200HX DE 20"", COM 3 ANOS DE GARANTIA,  MARCA HP",-,26,410.00,410.00,11569,,2013-01-16,2025-07-12 22:12:35.251072,Importação Siga,20,,HP,L200HX,INFORMATICA,,,,12311.0201
106,108020,Ativo,"MONITOR LCD L200HX DE 20"", COM 3 ANOS DE GARANTIA,  MARCA HP",-,27,410.00,410.00,11569,,2013-01-16,2025-07-12 22:12:35.998677,Importação Siga,48,,HP,L200HX,INFORMATICA,,,,12311.0201
109,108239,Ativo,"DATA SHOW SVGA DLP PROJECTOR, FREQUENCIA DE QUADRO DE 120HZ, 2 ENTRADAS RGB Y , 1 SAIDA RGB, MOD 2600LSVGADLP3D MARCA VIEW SONIC, SERIE RLP104236345",-,12,176.84,176.84,100100814/2012,,2013-01-08,2025-07-12 22:12:36.891299,Importação Siga,19,,,,OUTROS,,,,12311.0405
111,126719,Ativo,CADEIRA PARA LABORATÓRIO,-,13,442.90,442.90,003144 TTP 26/2011/RTR,,2011-03-30,2025-07-12 22:12:37.315075,INSTITUTO FEDERAL DE MATO GROSSO - REITORIA,31,,,,MOBILIARIO,,,,12311.0303
169,126777,Ativo,CADEIRA PARA LABORATÓRIO,ROO-ALM,6,442.90,442.90,003144 TTP 26/2011/RTR,,2011-03-30,2025-07-12 22:12:53.518119,INSTITUTO FEDERAL DE MATO GROSSO - REITORIA,17,,,,MOBILIARIO,,,,12311.0303
170,126778,Ativo,CADEIRA PARA LABORATÓRIO,ROO-ALM,6,442.90,442.90,003144 TTP 26/2011/RTR,,2011-03-30,2025-07-12 22:12:53.649255,INSTITUTO FEDERAL DE MATO GROSSO - REITORIA,17,,,,MOBILIARIO,,,,12311.0303
171,126779,Ativo,CADEIRA PARA LABORATÓRIO,ROO-ALM,6,442.90,442.90,003144 TTP 26/2011/RTR,,2011-03-30,2025-07-12 22:12:53.916024,INSTITUTO FEDERAL DE MATO GROSSO - REITORIA,136,,,,MOBILIARIO,,,,12311.0303
173,126781,Ativo,CADEIRA PARA LABORATÓRIO,-,12,442.90,442.90,003144 TTP 26/2011/RTR,,2011-03-30,2025-07-12 22:12:54.422981,INSTITUTO FEDERAL DE MATO GROSSO - REITORIA,17,,,,MOBILIARIO,,,,12311.0303
174,126782,Ativo,CADEIRA PARA LABORATÓRIO,-,12,442.90,442.90,003144 TTP 26/2011/RTR,,2011-03-30,2025-07-12 22:12:54.576613,INSTITUTO FEDERAL DE MATO GROSSO - REITORIA,17,,,,MOBILIARIO,,,,12311.0303
176,126784,Ativo,CADEIRA PARA LABORATÓRIO,-,12,442.90,442.90,003144 TTP 26/2011/RTR,,2011-03-30,2025-07-12 22:12:55.005020,INSTITUTO FEDERAL DE MATO GROSSO - REITORIA,17,,,,MOBILIARIO,,,,12311.0303
183,137163,Ativo,DESTILADOR DE NITROGÊNIO,-,29,2050.00,2050.00,427,,2013-10-25,2025-07-12 22:12:57.261976,Importação Siga,52,,,,OUTROS,,,,12311.0103
184,137174,Ativo,AGITADOR MAGNÉTICO,-,30,208.00,208.00,427,,2013-10-25,2025-07-12 22:12:57.772556,Importação Siga,53,,,,OUTROS,,,,12311.0103
190,301859,Ativo,"DESKTOP HP COM SISTEMA OPERACIONAL WINDOWS 8 PROFESSIONAL 64 BITS, PROCESSADOR AMD SERIE A 10, MEMÓRIA RAM DDR3 8 GB, DISCO RÍGIDO DE 1 TERABYTE, BIVOLTS.",-,20,2970.72,2970.72,134269,,2014-02-24,2025-07-12 22:12:59.528494,SEPROL COMPUTADORES E SISTEMA LTDA,41,,,,OUTROS,,,,12311.0201
633,303970,Ativo,"BANCADA LABORATORIO, DUPLA, COM PIA E TORNEIRAS, SISTEMA TUBULACAO AR",-,15,4429.96,4429.96,211422/102032/102035,,2013-05-14,2025-07-12 22:29:48.105242,DE NIGRIS DISTRIBUIDORA DE VEÍCULOS,122,,,,OUTROS,,,,12311.0303
987,334043,Ativo,"ABNT NBR 10719 2011, 3A ED. 2011 - LIVRO",PDL - Biblioteca,6,60.19,60.19,5577,,2014-07-22,2025-07-12 22:30:46.782932,EXITO DISTRIBUIDORA E COMERCIO DE LIVROS LTDA,42,,,,OUTROS,,,,12311.0402
2489,363721,Ativo,"COMPUTADOR TIPO DESKTOP (COMPLETO), COM PLACA MÃE, MONITOR, TECLADO E MOUSE DO MESMO FABRICANTE. PROCESSADOR INTEL CORE I3-4150 DE 4ª GERAÇÃO (3MB CACHE, 3.50 GHZ). MEMÓRIA RAM: 4GB, SINGLE CHANNEL DDR3, 1600MHZ. SISTEMA OPERACIONAL WINDOWS 8.1, 64-BIT, EM PORTUGUÊS. PLACA DE VÍDEO INTEL HD INTEGRATED GRAPHICS. DISCO RÍGIDO DE 500GB, SATA (7200 RPM, 6 GBIT/S). COM LEITOR DE CARTÃO DE MÍDIA 8 EM 1. UNIDADE DE DVD COM BANDEJA (LÊ E GRAVA EM DVD/CD). WIRELESS (B/G/N), BLUETOOTH E USB 3.0. MONITOR DE 18.5 POLEGADAS (WIDESCREEN). TECLADO EM PORTUGUÊS E MOUSE ÓPTICO. CABO DE ALIMENTAÇÃO PADRÃO BRASILEIRO. DOCUMENTAÇÃO EM PORTUGUÊS. MARCA TERAVIX",-,6,1819.37,1819.37,1788,,2015-12-01,2025-07-12 22:35:09.590110,3D PROJETO E ASSESSORIA EM INFORMATICA LTDA,90,,TERAVIX,,INFORMATICA,,,,12311.0201
10835,363722,Baixado,"COMPUTADOR TIPO DESKTOP (COMPLETO), COM PLACA MÃE, MONITOR, TECLADO E MOUSE DO MESMO FABRICANTE. PROCESSADOR INTEL CORE I3-4150 DE 4ª GERAÇÃO (3MB CACHE, 3.50 GHZ). MEMÓRIA RAM: 4GB, SINGLE CHANNEL DDR3, 1600MHZ. SISTEMA OPERACIONAL WINDOWS 8.1, 64-BIT, EM PORTUGUÊS. PLACA DE VÍDEO INTEL HD INTEGRATED GRAPHICS. DISCO RÍGIDO DE 500GB, SATA (7200 RPM, 6 GBIT/S). COM LEITOR DE CARTÃO DE MÍDIA 8 EM 1. UNIDADE DE DVD COM BANDEJA (LÊ E GRAVA EM DVD/CD). WIRELESS (B/G/N), BLUETOOTH E USB 3.0. MONITOR DE 18.5 POLEGADAS (WIDESCREEN). TECLADO EM PORTUGUÊS E MOUSE ÓPTICO. CABO DE ALIMENTAÇÃO PADRÃO BRASILEIRO. DOCUMENTAÇÃO EM PORTUGUÊS. MARCA TERAVIX",-,,1819.37,1819.37,1788,,,2025-11-03 23:16:30.083311,3D PROJETO E ASSESSORIA EM INFORMATICA LTDA,30,,,,INFORMATICA,,,,12311.0201
10836,363725,Baixado,"COMPUTADOR TIPO DESKTOP (COMPLETO), COM PLACA MÃE, MONITOR, TECLADO E MOUSE DO MESMO FABRICANTE. PROCESSADOR INTEL CORE I3-4150 DE 4ª GERAÇÃO (3MB CACHE, 3.50 GHZ). MEMÓRIA RAM: 4GB, SINGLE CHANNEL DDR3, 1600MHZ. SISTEMA OPERACIONAL WINDOWS 8.1, 64-BIT, EM PORTUGUÊS. PLACA DE VÍDEO INTEL HD INTEGRATED GRAPHICS. DISCO RÍGIDO DE 500GB, SATA (7200 RPM, 6 GBIT/S). COM LEITOR DE CARTÃO DE MÍDIA 8 EM 1. UNIDADE DE DVD COM BANDEJA (LÊ E GRAVA EM DVD/CD). WIRELESS (B/G/N), BLUETOOTH E USB 3.0. MONITOR DE 18.5 POLEGADAS (WIDESCREEN). TECLADO EM PORTUGUÊS E MOUSE ÓPTICO. CABO DE ALIMENTAÇÃO PADRÃO BRASILEIRO. DOCUMENTAÇÃO EM PORTUGUÊS. MARCA TERAVIX",-,,1819.37,1819.37,1788,,,2025-11-03 23:16:30.295397,3D PROJETO E ASSESSORIA EM INFORMATICA LTDA,30,,,,INFORMATICA,,,,12311.0201
4730,374157,Ativo,"ELETRONICA, VOLUME I, 7A EDIÇAO, 2008, EDITORA MCGRW - LIVRO",PDL - Biblioteca,6,102.69,102.69,5657,,2014-11-25,2025-07-12 22:41:30.047860,EXITO DISTRIBUIDORA E COMERCIO DE LIVROS LTDA,42,,,,OUTROS,,,,12311.0402
7005,419644,Ativo,Físico-Química. Vol 2	   1ª. ed.  Editora: 	Cengage.  São Paulo/ 2016. 	ISBN :	9788522104185,-,6,107.30,107.30,14383,,2018-03-28,2025-07-12 22:47:52.997707,EXITO DISTRIBUIDORA E COMERCIO DE LIVROS LTDA,42,,,,OUTROS,,,,12311.0402
10838,363727,Baixado,"COMPUTADOR TIPO DESKTOP (COMPLETO), COM PLACA MÃE, MONITOR, TECLADO E MOUSE DO MESMO FABRICANTE. PROCESSADOR INTEL CORE I3-4150 DE 4ª GERAÇÃO (3MB CACHE, 3.50 GHZ). MEMÓRIA RAM: 4GB, SINGLE CHANNEL DDR3, 1600MHZ. SISTEMA OPERACIONAL WINDOWS 8.1, 64-BIT, EM PORTUGUÊS. PLACA DE VÍDEO INTEL HD INTEGRATED GRAPHICS. DISCO RÍGIDO DE 500GB, SATA (7200 RPM, 6 GBIT/S). COM LEITOR DE CARTÃO DE MÍDIA 8 EM 1. UNIDADE DE DVD COM BANDEJA (LÊ E GRAVA EM DVD/CD). WIRELESS (B/G/N), BLUETOOTH E USB 3.0. MONITOR DE 18.5 POLEGADAS (WIDESCREEN). TECLADO EM PORTUGUÊS E MOUSE ÓPTICO. CABO DE ALIMENTAÇÃO PADRÃO BRASILEIRO. DOCUMENTAÇÃO EM PORTUGUÊS. MARCA TERAVIX",-,,1819.37,1819.37,1788,,,2025-11-03 23:16:30.418672,3D PROJETO E ASSESSORIA EM INFORMATICA LTDA,30,,,,INFORMATICA,,,,12311.0201
7012,423236,Ativo,"Botijão de Gás GLP , P13, completo.",-,15,140.00,140.00,086,,2018-05-17,2025-07-12 22:47:54.223030,Manancial Gas Ltda EPP,94,,,,OUTROS,,,,12311.0301
11038,419245,Ativo,"Gestão de Projetos Tradução  da 5ª Edição Norte Americana  2ª  Ed.	Editora: Cengag - São Paulo/ 2017		
ISBN: 9788522112760- Livro",-,6,90.49,90.49,14382,,,2025-11-03 23:21:48.758359,EXITO DISTRIBUIDORA E COMERCIO DE LIVROS LTDA,42,,,,OUTROS,,,,12311.0402
11039,419246,Ativo,"Gestão de Projetos Tradução  da 5ª Edição Norte Americana  2ª  Ed.	Editora: Cengag - São Paulo/ 2017		
ISBN: 9788522112760- Livro",-,6,90.49,90.49,14382,,,2025-11-03 23:21:48.835830,EXITO DISTRIBUIDORA E COMERCIO DE LIVROS LTDA,42,,,,OUTROS,,,,12311.0402
11040,419247,Ativo,"Gestão de Projetos Tradução  da 5ª Edição Norte Americana  2ª  Ed.	Editora: Cengag - São Paulo/ 2017		
ISBN: 9788522112760- Livro",-,6,90.49,90.49,14382,,,2025-11-03 23:21:48.905314,EXITO DISTRIBUIDORA E COMERCIO DE LIVROS LTDA,42,,,,OUTROS,,,,12311.0402
11065,419554,Ativo,"Química Analítica Quantitativa Elementar.  11ª. ed. Editora :   Edgard Blucher- 	São Paulo/2017	
ISBN :9788521202967- Livro",-,6,73.74,73.74,14383,,,2025-11-03 23:22:11.054998,EXITO DISTRIBUIDORA E COMERCIO DE LIVROS LTDA,42,,,,OUTROS,,,,12311.0402
11066,419555,Ativo,"Química Analítica Quantitativa Elementar.  11ª. ed. Editora :   Edgard Blucher- 	São Paulo/2017	
ISBN :9788521202967- Livro",-,6,73.74,73.74,14383,,,2025-11-03 23:22:11.121603,EXITO DISTRIBUIDORA E COMERCIO DE LIVROS LTDA,42,,,,OUTROS,,,,12311.0402
11067,419556,Ativo,"Química Analítica Quantitativa Elementar.  11ª. ed. Editora :   Edgard Blucher- 	São Paulo/2017	
ISBN :9788521202967- Livro",-,6,73.74,73.74,14383,,,2025-11-03 23:22:11.187559,EXITO DISTRIBUIDORA E COMERCIO DE LIVROS LTDA,42,,,,OUTROS,,,,12311.0402
10602,16178,Baixado,ROTEADOR MARCA: 3COM,-,,1182.00,1182.00,132,,2025-11-10,2025-11-03 23:13:06.442730,Importação Siga,30,,3COM,,OUTROS,,,,12311.0201
10603,16385,Baixado,FAC SIMILE MARCA: PANASONIC MODELO: KX-FT938BR SERIE: 1BCWC020423,-,,680.00,680.00,63,,,2025-11-03 23:13:06.814724,Importação Siga,30,,,,OUTROS,,,,12311.0102
10604,16860,Baixado,MICROCOMPUTADOR MARCA: HP MODELO: COMPAQ 6005 SERIE: BRG109F930,-,,1988.00,1988.00,1184,,,2025-11-03 23:13:07.832093,Importação Siga,30,,,,INFORMATICA,,,,12311.0201
195,301878,Ativo,"MONITOR TELA 20 POLEGADAS, WIDE SCREEN WLED, ANTI REFLEXO, BRILHO 250 CD/M2, CONTRASTE DINAMICO 3.000:1, BIVOLT 100-240V, 50 A 60 HZ, MARCA HP MODELO L200 HX",-,33,540.00,540.00,134269,,2014-02-24,2025-07-12 22:13:01.462599,SEPROL COMPUTADORES E SISTEMA LTDA,38,,,,INFORMATICA,,,,12311.0201
252,303576,Baixado,"MESA DE DESENHO REGULAVEL, MEDIDAS: 100X80 CM, TAMPO MDP 18MM, PAINEL FRONTAL MDP 15MM, SISTEMA DE REGUA EM ACRILICO 100 CM, PES LATERAIS EM TUBO REDONDO COM 1.1/4 POLEGADA.",-,6,440.99,440.99,706,,2014-01-21,2025-07-12 22:13:20.974858,D STEFANO MOVEIS,30,,,,MOBILIARIO,,,,12311.0303
254,303578,Baixado,"MESA DE DESENHO REGULAVEL, MEDIDAS: 100X80 CM, TAMPO MDP 18MM, PAINEL FRONTAL MDP 15MM, SISTEMA DE REGUA EM ACRILICO 100 CM, PES LATERAIS EM TUBO REDONDO COM 1.1/4 POLEGADA.",-,6,440.99,440.99,706,,2014-01-21,2025-07-12 22:13:21.848710,D STEFANO MOVEIS,30,,,,MOBILIARIO,,,,12311.0303
634,303971,Ativo,"BANCADA LABORATORIO, DUPLA, SEM PIA, EMBORRACHADA, SISTEMA TUBULACAO AR",-,15,3000.00,3000.00,211422/102032/102035,,2013-05-14,2025-07-12 22:29:48.381973,DE NIGRIS DISTRIBUIDORA DE VEÍCULOS,51,,,,OUTROS,,,,12311.0303
635,303972,Ativo,"AR CONDICIONADO, TIPO SPLIT, 22000 BTUS, MARCA SPRINGER",-,15,6000.00,6000.00,211422/102032/102035,,2013-05-14,2025-07-12 22:29:48.540628,DE NIGRIS DISTRIBUIDORA DE VEÍCULOS,17,,,,ELETRODOMESTICO,,,,12311.0301
636,303973,Ativo,"AR CONDICIONADO, TIPO SPLIT, 22000 BTUS, MARCA SPRINGER",-,15,6000.00,6000.00,211422/102032/102035,,2013-05-14,2025-07-12 22:29:48.674417,DE NIGRIS DISTRIBUIDORA DE VEÍCULOS,122,,,,ELETRODOMESTICO,,,,12311.0301
10760,346567,Baixado,placa de rede de comunicação de dados,-,,120.00,120.00,135973,,,2025-11-03 23:14:43.966800,SEPROL COMPUTADORES E SISTEMA LTDA,30,,,,OUTROS,,,,12311.0201
4732,374159,Ativo,"ELETRONICA, VERSAO CONCISA - DIODOS, TRANSISTORES E AMPLIFICADORES, 7A EDIÇAO, 2011, EDITORA MCGRW - LIVRO",PDL - Biblioteca,6,64.26,64.26,5657,,2014-11-25,2025-07-12 22:41:30.345311,EXITO DISTRIBUIDORA E COMERCIO DE LIVROS LTDA,42,,,,OUTROS,,,,12311.0402
7033,428036,Ativo,CONJUNTO ALUNO FNDE - CJA-06  CINZA COM   AZUL - MED. 60X45X76.  MARCA : MILAN,-,52,390.00,390.00,37329,,2018-06-28,2025-07-12 22:47:57.741603,MILANFLEX INDUSTRIA E COMERCIO DE MOVEIS E EQUIPAMENTOS LTDA,79,,,,OUTROS,,,,12311.0303
