id,id_item_composto,id_inventario,id_coletor,quantidade_encontrada,status_componente,observacao_coleta,data_coleta,localizacao_encontrada
490,4553,2,11,1,COMPLETO,,2026-01-13 14:05:46.117599,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
491,1672,2,11,1,COMPLETO,,2026-01-13 14:05:54.796210,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
492,1216,2,11,1,COMPLETO,,2026-01-13 14:06:50.337046,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
494,1204,2,11,1,COMPLETO,,2026-01-13 14:07:28.699499,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
495,1406,2,11,1,COMPLETO,,2026-01-13 14:07:37.524004,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
496,1260,2,11,1,COMPLETO,,2026-01-13 14:07:49.657359,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
497,1016,2,11,1,COMPLETO,,2026-01-13 14:07:58.669955,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
498,1426,2,11,1,COMPLETO,,2026-01-13 14:09:37.411605,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
499,1336,2,11,1,COMPLETO,,2026-01-13 14:09:46.600606,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
500,1268,2,11,1,COMPLETO,,2026-01-13 14:09:54.655446,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
501,1348,2,11,1,COMPLETO,,2026-01-13 14:10:20.751755,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
502,1618,2,11,1,COMPLETO,,2026-01-13 14:10:27.562502,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
503,1546,2,11,1,COMPLETO,,2026-01-13 14:10:37.317881,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
504,1557,2,11,1,COMPLETO,,2026-01-13 14:20:57.350340,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
505,1673,2,11,1,COMPLETO,,2026-01-13 14:21:28.651645,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
506,4448,2,11,1,COMPLETO,,2026-01-13 14:24:08.871407,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
507,1461,2,11,1,COMPLETO,,2026-01-13 14:24:22.521190,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
508,1425,2,11,1,COMPLETO,,2026-01-13 14:26:52.693263,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
509,1539,2,11,1,COMPLETO,,2026-01-13 14:27:17.823973,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
510,4498,2,11,1,COMPLETO,,2026-01-13 14:27:44.422946,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
176,1662,2,12,1,COMPLETO,,2026-01-19 07:44:04.295281,SALA DE AULA B1 - SALA DE AULA B1(IFMT - PDL)
512,1239,2,11,1,COMPLETO,,2026-01-19 07:50:07.560428,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
513,1473,2,11,1,COMPLETO,,2026-01-19 07:52:38.008265,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
514,1484,2,11,1,COMPLETO,,2026-01-19 08:00:12.311478,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
515,1350,2,11,1,COMPLETO,,2026-01-19 08:00:23.812528,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
516,4577,2,11,1,COMPLETO,,2026-01-19 08:01:49.235728,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
517,4501,2,11,1,COMPLETO,,2026-01-19 08:02:03.079512,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
518,4569,2,11,1,COMPLETO,,2026-01-19 08:02:16.867307,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
519,1474,2,11,1,COMPLETO,,2026-01-19 08:02:27.513547,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
520,4560,2,11,1,COMPLETO,,2026-01-19 08:02:36.305985,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
521,4603,2,11,1,COMPLETO,,2026-01-19 08:02:44.485641,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
522,1098,2,11,1,COMPLETO,,2026-01-19 08:02:52.195329,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
523,1804,2,11,1,COMPLETO,,2026-01-19 08:03:02.266258,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
524,4578,2,11,1,COMPLETO,,2026-01-19 08:03:10.338829,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
525,4584,2,11,1,COMPLETO,,2026-01-19 08:03:16.691132,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
526,1450,2,11,1,COMPLETO,,2026-01-19 08:03:25.194271,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
527,4587,2,11,1,COMPLETO,,2026-01-19 08:03:42.744537,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
528,4566,2,11,1,COMPLETO,,2026-01-19 08:04:20.513923,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
529,4590,2,11,1,COMPLETO,,2026-01-19 08:04:36.753932,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
530,4607,2,11,1,COMPLETO,,2026-01-19 08:04:44.049429,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
531,4428,2,11,1,COMPLETO,,2026-01-19 08:05:03.868067,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
532,4582,2,11,1,COMPLETO,,2026-01-19 08:05:20.982398,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
533,1626,2,11,1,COMPLETO,,2026-01-19 08:05:31.968302,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
534,4464,2,11,1,COMPLETO,,2026-01-19 08:05:41.360175,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
535,4589,2,11,1,COMPLETO,,2026-01-19 08:05:48.449287,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
536,4555,2,11,1,COMPLETO,,2026-01-19 08:06:10.024587,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
537,4611,2,11,1,COMPLETO,,2026-01-19 08:06:23.990624,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
538,1469,2,11,1,COMPLETO,,2026-01-19 08:06:34.040034,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
539,1327,2,11,1,COMPLETO,,2026-01-19 08:06:40.065280,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
540,1353,2,11,1,COMPLETO,,2026-01-19 08:06:46.536056,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
541,1277,2,11,1,COMPLETO,,2026-01-19 08:06:56.129632,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
542,4457,2,11,1,COMPLETO,,2026-01-19 08:06:57.976140,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
543,4531,2,11,1,COMPLETO,,2026-01-19 08:07:08.901871,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
544,1315,2,11,1,COMPLETO,,2026-01-19 08:07:21.692884,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
545,1059,2,11,1,COMPLETO,,2026-01-19 08:07:31.248478,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
546,4468,2,11,1,COMPLETO,,2026-01-19 08:07:33.561978,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
547,1165,2,11,1,COMPLETO,,2026-01-19 08:07:40.607547,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
548,4502,2,11,1,COMPLETO,,2026-01-19 08:07:47.494674,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
549,4541,2,11,1,COMPLETO,,2026-01-19 08:07:49.310954,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
550,4529,2,11,1,COMPLETO,,2026-01-19 08:07:58.772014,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
551,1555,2,11,1,COMPLETO,,2026-01-19 08:08:08.984241,SALA DE AULA B2 - SALA DE AULA B2(IFMT - PDL)
552,1825,2,11,1,COMPLETO,,2026-01-19 08:08:16.967421,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
553,1091,2,11,1,COMPLETO,,2026-01-19 08:08:25.438030,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
554,4519,2,11,1,COMPLETO,,2026-01-19 08:08:35.493956,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
555,1167,2,11,1,COMPLETO,,2026-01-19 08:08:41.893872,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
556,1427,2,11,1,COMPLETO,,2026-01-19 08:08:51.733628,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
559,4437,2,11,1,COMPLETO,,2026-01-19 08:17:40.218718,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
561,4483,2,11,1,COMPLETO,,2026-01-19 08:17:56.768920,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
566,1341,2,11,1,COMPLETO,,2026-01-19 08:18:41.925997,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
568,1245,2,11,1,COMPLETO,,2026-01-19 08:18:51.057513,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
570,4522,2,11,1,COMPLETO,,2026-01-19 08:18:59.119941,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
572,4433,2,11,1,COMPLETO,,2026-01-19 08:19:09.703218,SALA DE AULA B8 - SALA DE AULA B8(IFMT - PDL)
586,1376,2,11,1,COMPLETO,,2026-01-19 08:23:54.728245,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
585,1332,2,11,1,COMPLETO,,2026-01-19 08:24:33.997026,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
584,1358,2,11,1,COMPLETO,,2026-01-19 08:24:50.217515,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
583,1522,2,11,1,COMPLETO,,2026-01-19 08:25:05.977485,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
582,1812,2,11,1,COMPLETO,,2026-01-19 08:25:18.615991,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
581,1102,2,11,1,COMPLETO,,2026-01-19 08:25:29.850374,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
580,4547,2,11,1,COMPLETO,,2026-01-19 08:26:21.427297,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
579,1630,2,11,1,COMPLETO,,2026-01-19 08:26:42.635227,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
578,4550,2,11,1,COMPLETO,,2026-01-19 08:27:03.494377,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
577,4600,2,11,1,COMPLETO,,2026-01-19 08:27:21.087339,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
576,4588,2,11,1,COMPLETO,,2026-01-19 08:27:44.682036,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
575,4571,2,11,1,COMPLETO,,2026-01-19 08:28:35.385218,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
574,1042,2,11,1,COMPLETO,,2026-01-19 08:29:08.817140,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
573,4602,2,11,1,COMPLETO,,2026-01-19 08:29:21.805114,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
571,1250,2,11,1,COMPLETO,,2026-01-19 08:29:35.362188,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
569,1334,2,11,1,COMPLETO,,2026-01-19 08:29:56.278295,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
567,1330,2,11,1,COMPLETO,,2026-01-19 08:30:06.929240,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
565,4564,2,11,1,COMPLETO,,2026-01-19 08:30:29.230072,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
564,1612,2,11,1,COMPLETO,,2026-01-19 08:30:47.602298,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
563,1732,2,11,1,COMPLETO,,2026-01-19 08:31:04.761032,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
562,1624,2,11,1,COMPLETO,,2026-01-19 08:31:18.986196,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
560,1666,2,11,1,COMPLETO,,2026-01-19 08:31:33.909642,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
558,1356,2,11,1,COMPLETO,,2026-01-19 08:31:48.642549,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
557,1514,2,11,1,COMPLETO,,2026-01-19 08:31:59.987246,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
612,4509,2,11,1,COMPLETO,,2026-01-19 08:36:18.828819,CORREDOR 2º ANDAR - CORREDOR 2º ANDAR(IFMT - PDL)
613,1223,2,11,1,COMPLETO,,2026-01-19 08:37:16.794168,CORREDOR 2º ANDAR - CORREDOR 2º ANDAR(IFMT - PDL)
614,4424,2,11,1,COMPLETO,,2026-01-19 08:37:50.697624,CORREDOR 2º ANDAR - CORREDOR 2º ANDAR(IFMT - PDL)
616,1278,2,11,1,COMPLETO,,2026-01-19 08:39:59.249152,CORREDOR 2º ANDAR - CORREDOR 2º ANDAR(IFMT - PDL)
617,1256,2,11,1,COMPLETO,,2026-01-19 08:40:10.170710,CORREDOR 2º ANDAR - CORREDOR 2º ANDAR(IFMT - PDL)
618,1279,2,11,1,COMPLETO,,2026-01-19 08:40:28.690625,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
619,4494,2,11,1,COMPLETO,,2026-01-19 08:40:47.348929,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
620,4506,2,11,1,COMPLETO,,2026-01-19 08:41:01.998143,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
621,1383,2,11,1,COMPLETO,,2026-01-19 08:41:15.498831,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
622,4445,2,11,1,COMPLETO,,2026-01-19 08:41:27.168719,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
623,1465,2,11,1,COMPLETO,,2026-01-19 08:41:39.404372,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
624,1349,2,11,1,COMPLETO,,2026-01-19 08:41:56.687241,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
625,1373,2,11,1,COMPLETO,,2026-01-19 08:42:11.330375,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
626,1055,2,11,1,COMPLETO,,2026-01-19 08:42:34.037244,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
627,4480,2,11,1,COMPLETO,,2026-01-19 08:42:45.736546,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
615,4535,2,11,1,COMPLETO,,2026-01-19 08:43:09.374588,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
629,1445,2,11,1,COMPLETO,,2026-01-19 08:43:22.313802,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
630,1343,2,11,1,COMPLETO,,2026-01-19 08:43:32.356329,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
632,1629,2,11,1,COMPLETO,,2026-01-19 08:44:00.840612,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
633,1283,2,11,1,COMPLETO,,2026-01-19 08:45:02.925087,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
634,1507,2,11,1,COMPLETO,,2026-01-19 08:45:15.463857,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
635,4484,2,11,1,COMPLETO,,2026-01-19 08:45:27.706217,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
636,4435,2,11,1,COMPLETO,,2026-01-19 08:45:41.228644,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
637,4539,2,11,1,COMPLETO,,2026-01-19 08:45:51.774550,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
638,1379,2,11,1,COMPLETO,,2026-01-19 08:46:02.667427,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
639,4491,2,11,1,COMPLETO,,2026-01-19 08:46:18.705987,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
640,1655,2,11,1,COMPLETO,,2026-01-19 08:46:27.131311,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
203,4429,2,12,1,COMPLETO,,2026-01-19 08:46:45.018930,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
642,1065,2,11,1,COMPLETO,,2026-01-19 08:46:56.970402,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
643,1269,2,11,1,COMPLETO,,2026-01-19 08:47:07.117829,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
644,1337,2,11,1,COMPLETO,,2026-01-19 08:47:16.741463,SALA DE AULA B9 - SALA DE AULA B9(IFMT - PDL)
